,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,A Indx,density,pH,sulphates,Vit Indx,quality,Type
257,7.1,0.18,0.42,very_low,0.045,47,157,15.40639809,0.9916,2.95,low,low,high,Lemon_Juice
258,7.2,0.66,0.03,low,0.078,16,86,15.65826685,0.99743,3.53,medium,low,low,Orange_Juice
259,7.6,0.48,0.37,very_low,0.034,5,57,17.39097353,0.99256,3.05,medium,low,low,Lemon_Juice
260,7.4,0.56,0.09,very_low,0.071,19,117,16.54471948,0.99496,3.22,medium,low,low,Lemon_Juice
261,,0.35,0.4,high,0.039,35,162,18.37830793,0.9936,3.15,low,medium,high,Lemon_Juice
262,6.8,0.44,0.37,medium,0.047,46,201,15.12771744,0.9938,3.08,medium,,low,Lemon_Juice
263,6.4,0.28,0.22,very_high,0.039,51,150,13.57876299,0.99535,3.23,low,low,,Lemon_Juice
264,5.8,0.34,0.21,high,0.04,50,,12.73144283,0.9941,3.29,medium,low,low,Lemon_Juice
265,7.2,0.17,0.41,very_low,0.052,24,126,15.77204778,0.99228,,low,medium,low,Lemon_Juice
266,6.5,0.63,0.33,very_low,0.059,16,28,15.29707715,0.99531,3.36,medium,low,high,Orange_Juice
267,7.6,0.29,0.49,very_high,0.03,45,197,16.91494323,0.9938,3.13,low,high,high,Lemon_Juice
268,12.8,0.615,,medium,0.083,7,,28.82530732,1.0022,3.07,medium,low,high,Orange_Juice
269,7.5,0.55,0.24,very_low,0.078,10,28,,0.9983,3.45,medium,low,high,Orange_Juice
270,6.7,0.42,0.39,very_high,0.04,61,248,14.9263759,0.99794,3.31,medium,low,low,Lemon_Juice
271,6.8,0.38,0.29,very_high,0.037,40,146,15.13470554,0.99326,3.11,low,medium,high,Lemon_Juice
272,8.7,0.78,0.51,very_low,0.415,12,,19.99962077,,3,high,very_low,low,Orange_Juice
273,,0.3,,high,0.045,54,190,15.35831235,0.99595,3.22,low,low,low,Lemon_Juice
274,9.4,0.42,0.32,high,0.027,20,167,20.45013066,0.99479,3.08,low,low,low,Lemon_Juice
275,8.1,0.575,0.22,low,0.077,12,65,17.55912006,0.9967,3.29,medium,very_low,low,Orange_Juice
276,6.8,0.31,0.32,high,0.052,35,143,15.03369619,0.9959,3.14,,very_low,low,Lemon_Juice
277,7.3,0.22,0.26,very_low,0.04,32,172,16.18173859,0.99194,3.27,low,medium,high,Lemon_Juice
278,11.9,0.38,0.49,low,0.098,12,42,26.04899831,1.0004,3.16,medium,low,low,Orange_Juice
279,6.8,0.24,0.49,very_high,,55,247,16.14869708,1.00055,3,medium,very_low,low,Lemon_Juice
280,,0.25,0.36,very_high,0.05,35,200,16.23059472,0.9986,3.04,low,,high,
281,6.4,0.57,0.02,very_low,0.067,4,11,13.4287017,0.997,3.46,medium,low,low,Orange_Juice
282,6.7,0.22,0.39,very_low,0.049,26,152,14.83434595,0.99346,,low,,high,Lemon_Juice
283,10.2,0.34,0.48,,0.052,5,9,22.39611222,0.99458,3.2,medium,medium,high,Orange_Juice
284,,0.24,0.34,very_low,0.045,6,132,16.18494807,0.99132,3.16,low,medium,low,Lemon_Juice
285,6.3,0.27,0.49,very_low,0.063,35,92,14.86218043,0.9911,3.38,low,high,high,Lemon_Juice
286,6.4,0.64,0.21,very_low,0.081,14,31,13.85530591,0.99689,3.59,medium,low,low,Orange_Juice
287,7,0.23,0.32,very_low,0.048,25,113,15.36015859,0.9915,3.11,low,medium,high,Lemon_Juice
288,6.7,0.18,0.31,very_high,0.035,42,,14.33603981,0.99572,3.08,low,low,high,Lemon_Juice
289,7,0.22,0.39,low,0.055,39,198,16.15882755,0.9951,3.52,medium,low,high,Lemon_Juice
290,8.6,0.23,0.4,medium,0.035,17,109,18.81530704,0.9947,3.14,medium,low,low,Lemon_Juice
291,5.9,0.25,0.27,very_low,0.029,37,81,13.36438777,0.9892,3.2,low,high,high,Lemon_Juice
292,8.1,0.31,0.36,very_high,,29,142,17.77525262,0.9925,3.01,low,high,high,Lemon_Juice
293,6.9,0.765,0.02,low,0.063,35,63,14.72407504,0.9975,3.57,medium,low,low,
294,7,0.31,0.26,high,0.069,28,160,15.09102686,0.9954,3.13,low,low,high,Lemon_Juice
295,6.1,0.24,0.3,very_low,,22,61,13.59303788,0.992,3.31,medium,low,low,Lemon_Juice
296,7.4,0.23,0.25,very_low,0.049,43,141,16.11250099,0.9934,3.42,medium,low,high,Lemon_Juice
297,6.6,0.56,0.15,very_high,0.037,38,157,14.38498991,0.99642,3.28,medium,low,low,Lemon_Juice
298,5.9,0.19,0.37,very_low,0.027,3,21,13.13213523,0.9897,3.09,low,medium,low,Lemon_Juice
299,8.3,0.2,0.49,very_low,0.038,38,167,18.85954267,0.9939,3.05,low,low,high,Lemon_Juice
300,7,0.2,0.49,medium,0.038,39,128,15.57356353,0.9938,3.21,low,medium,high,Lemon_Juice
301,6.2,0.3,0.42,low,,28,128,13.48451287,0.9901,3.13,low,medium,high,Lemon_Juice
302,6.5,0.23,0.36,very_high,0.038,43,133,14.49601119,0.99924,3.26,low,,,
303,8.2,0.22,0.36,high,0.034,,90,17.79916878,0.9944,3.01,low,low,high,Lemon_Juice
304,6.1,0.38,0.2,high,0.033,25,137,13.5770217,0.9938,3.3,medium,low,high,Lemon_Juice
305,7.1,0.26,0.34,very_high,0.067,35,189,15.24926162,0.9986,3.07,medium,very_low,,Lemon_Juice
306,6.3,0.38,0.17,very_high,0.08,50,,13.59987189,0.99803,3.47,medium,low,low,Lemon_Juice
307,5.2,0.155,0.33,very_low,0.028,13,59,12.12220597,0.98975,,medium,medium,high,Lemon_Juice
308,7.7,0.11,0.34,very_high,0.04,41,114,16.70110133,0.99634,3.07,,medium,high,Lemon_Juice
309,8.3,0.705,0.12,low,0.092,12,28,17.7486731,0.9994,3.51,,low,,Orange_Juice
310,7.6,0.685,0.23,low,0.111,20,84,15.89911029,0.9964,3.21,medium,very_low,low,Orange_Juice
311,7.5,0.22,0.29,medium,0.05,33,87,16.1615928,0.994,3.14,low,low,low,Lemon_Juice
312,8,0.37,0.32,very_low,0.04,32,166,17.92786904,0.992,3,medium,medium,high,Lemon_Juice
313,6.4,0.24,0.26,very_high,0.054,47,182,13.99057911,0.99538,3.12,low,,low,Lemon_Juice
314,7.5,0.27,0.34,low,0.05,4,8,17.17078588,0.9951,3.4,medium,medium,,Orange_Juice
315,7,,,low,0.053,16,92,15.88274767,0.99372,3.18,medium,very_low,low,Lemon_Juice
316,7.6,0.78,,very_low,0.076,33,45,16.49458723,0.99612,3.31,medium,low,high,
317,5.6,0.15,0.31,medium,0.038,8,79,12.39118753,0.9923,3.3,,low,high,Lemon_Juice
318,8,0.24,0.3,,0.056,43,184,18.17995978,0.9997,3.05,low,very_low,high,Lemon_Juice
319,6.8,0.24,0.38,very_high,0.045,50,185,15.36413706,0.99578,3.15,low,low,high,Lemon_Juice
320,9.9,0.54,0.45,low,0.071,16,40,22.23425196,0.9991,3.39,medium,low,low,Orange_Juice
321,7.2,0.615,,very_low,0.068,25,154,15.78230789,0.99499,3.2,low,low,low,Lemon_Juice
322,7.7,,,very_high,0.061,49,144,17.0348865,0.9966,3.4,,medium,high,Lemon_Juice
323,6.2,0.16,0.32,very_low,0.036,74,184,13.85170198,0.99096,3.22,low,medium,high,Lemon_Juice
324,6.7,0.16,,very_high,0.035,18,156,15.0391352,0.99666,2.88,low,very_low,,Lemon_Juice
325,8.2,0.57,0.26,low,0.06,28,65,17.81707507,0.9959,3.3,low,low,low,Orange_Juice
326,,0.3,0.33,low,0.03,54,173,11.50545438,0.9887,3.36,low,high,high,Lemon_Juice
327,7,0.22,,very_high,0.027,37,122,15.21293211,0.99228,3.06,low,high,high,Lemon_Juice
328,7.1,0.21,0.32,low,0.037,28,141,15.99223571,0.993,3.2,medium,low,high,Lemon_Juice
329,7.4,0.16,0.3,very_high,0.056,33,168,16.87569912,0.99825,2.9,low,very_low,high,Lemon_Juice
330,8.2,0.21,0.48,very_low,0.041,11,99,18.95831794,0.9958,3.17,medium,,low,Lemon_Juice
331,6.8,0.25,0.18,,0.056,13,137,14.90482192,0.9935,3.11,low,low,low,Lemon_Juice
332,6.3,0.36,0.2,very_low,0.048,48,191,13.43718536,0.9929,3.17,medium,low,low,Lemon_Juice
333,6.7,0.34,0.4,low,,34,111,15.54821508,0.98924,2.97,low,high,high,Lemon_Juice
334,7,0.15,0.34,very_low,0.039,21,177,15.55293106,0.9927,3.32,medium,medium,low,Lemon_Juice
335,6.4,0.33,0.31,medium,0.048,42,173,14.02891634,0.9951,3.19,medium,,high,Lemon_Juice
336,7.1,0.26,0.32,medium,0.037,39,97,15.61110689,0.9934,3.31,low,medium,high,Lemon_Juice
337,8.6,0.37,0.65,high,0.08,3,8,19.94810324,0.99817,3.27,medium,medium,low,Orange_Juice
338,5.8,0.33,0.23,medium,0.053,29,106,13.18165378,0.99458,3.13,medium,very_low,low,Lemon_Juice
339,7,0.28,0.39,very_high,0.051,32,141,16.21573812,0.9961,3.38,medium,low,high,Lemon_Juice
340,7.1,0.43,0.25,low,0.036,43,132,15.78306527,0.98975,3.21,low,,high,Lemon_Juice
341,7.6,0.33,,high,0.036,12,126,16.61606564,0.9924,3.16,low,medium,high,Lemon_Juice
342,7.4,0.32,0.55,very_high,0.056,53,238,16.86294642,1.0017,2.96,medium,very_low,high,Lemon_Juice
343,,0.29,0.73,,0.027,21,92,16.33946826,0.99,3.12,low,high,high,Lemon_Juice
344,6.7,0.4,0.22,very_high,0.052,24,113,14.67960578,0.99576,3.22,low,low,low,Lemon_Juice
345,5.9,0.2,0.23,very_low,0.037,38,93,13.06065443,0.99021,3.36,low,medium,high,Lemon_Juice
346,7.4,0.67,0.12,very_low,0.186,5,21,15.93735539,0.996,3.39,,low,low,Orange_Juice
347,8.7,0.42,0.45,low,0.072,32,59,19.65707759,0.99617,3.33,,medium,high,Orange_Juice
348,6.6,0.23,0.2,very_high,0.044,45,131,14.12440219,0.99604,2.96,medium,low,high,Lemon_Juice
349,7.1,0.43,0.3,high,0.025,15,138,15.85456272,0.99126,3.18,low,high,high,Lemon_Juice
350,6,0.45,0.42,very_low,0.051,61,197,13.66937981,0.9932,3.02,low,very_low,low,Lemon_Juice
351,9.8,1.24,0.34,very_low,0.079,32,151,22.21590304,0.998,3.15,medium,low,low,Orange_Juice
352,7.1,0.18,0.32,very_high,0.048,36,125,15.44038423,0.9967,2.92,medium,low,,Lemon_Juice
353,8.4,0.3,0.25,very_high,0.047,25,218,18.75953348,1.00016,2.98,medium,very_low,,Lemon_Juice
354,6.9,0.21,0.24,very_low,0.021,17,80,15.47600571,0.98992,3.15,low,high,high,Lemon_Juice
355,6.5,,0.33,very_low,0.028,14,99,14.36907092,0.9928,3.23,medium,low,high,Lemon_Juice
356,,0.4,0.48,very_high,0.042,59,169,18.76593428,0.9986,3.1,,low,low,Lemon_Juice
357,7.6,0.29,0.26,high,0.042,32,160,16.88832914,0.9944,3.14,low,low,low,Lemon_Juice
358,8.7,0.31,0.73,very_high,0.044,27,191,19.49152748,1.00013,2.96,medium,very_low,low,Lemon_Juice
359,6.3,0.29,0.29,low,,32,140,13.33063482,0.9895,3.17,low,high,high,Lemon_Juice
360,8,0.22,0.32,very_high,0.043,63,201,,0.997,,medium,low,high,Lemon_Juice
361,6.6,0.33,0.4,low,0.041,,86,14.48088159,0.98916,3.11,low,high,high,Lemon_Juice
362,8.7,0.48,0.3,low,,10,28,19.18687448,0.9964,,,medium,high,
363,7.9,0.54,0.34,low,0.076,8,,17.60690631,0.99235,3.2,medium,high,high,Orange_Juice
364,7.2,0.36,0.46,low,0.074,24,44,16.29672572,,3.4,medium,medium,high,Orange_Juice
365,7.7,0.44,0.24,,0.031,41,167,16.85913009,0.9948,3.12,low,medium,high,Lemon_Juice
366,8.2,0.28,0.42,very_low,0.031,30,93,18.20673827,0.9917,3.09,low,medium,low,Lemon_Juice
367,6,0.39,0.13,very_low,0.042,60,172,13.34661337,0.99114,3.06,medium,low,low,
368,7.4,0.2,0.31,very_low,0.038,34,116,16.31856289,0.9912,3.25,low,medium,high,Lemon_Juice
369,6.4,,0.21,medium,0.097,21,105,14.25142605,0.9939,3.07,low,low,low,
370,6.3,0.22,0.34,very_low,0.036,32,96,14.00853421,0.98961,3.06,medium,medium,high,Lemon_Juice
371,7.3,0.17,0.23,high,,35,240,15.76118182,0.9963,3.36,,low,high,Lemon_Juice
372,7.6,0.34,0.39,high,0.04,45,215,17.45941145,0.9965,3.11,medium,very_low,high,Lemon_Juice
373,7,0.13,0.3,medium,0.056,31,122,15.49626125,0.9945,3.47,low,low,high,Lemon_Juice
374,6.6,0.56,0.22,,0.034,27,133,14.82270255,0.99675,3.2,medium,very_low,,Lemon_Juice
375,8.5,,0.56,very_low,0.092,35,103,19.75384059,0.9969,3.3,medium,low,high,Orange_Juice
376,6.8,0.29,,very_high,0.053,48,194,16.20245361,0.9974,3.09,low,low,low,Lemon_Juice
377,5,0.33,0.18,medium,0.032,40,,10.88441598,0.99114,3.18,low,medium,high,Lemon_Juice
378,6.1,0.27,0.44,high,0.041,61,230,14.85042523,0.99505,3.12,low,very_low,low,Lemon_Juice
379,6.9,0.38,0.25,very_high,0.04,28,191,15.71308166,0.9971,3.28,medium,very_low,low,Lemon_Juice
380,5.7,0.25,0.32,very_high,0.041,43,127,12.54796726,0.99524,3.23,medium,low,high,Lemon_Juice
381,5.9,0.36,0.04,medium,0.046,21,87,12.04085068,0.9934,3.22,medium,low,low,Lemon_Juice
382,5.6,0.12,0.33,low,0.044,21,73,12.43119508,0.98896,3.17,low,high,high,
383,7.5,0.25,0.47,medium,0.041,95,163,17.22030654,0.99184,2.92,medium,medium,high,Lemon_Juice
384,6.4,0.33,0.3,high,0.041,42,168,14.75876874,0.99331,3.22,low,medium,high,Lemon_Juice
385,7.6,0.52,0.49,very_high,0.034,37,156,17.7071567,,3.14,low,medium,high,Lemon_Juice
386,7.2,0.17,0.34,high,0.042,16,111,15.7291591,0.99278,2.99,low,medium,high,Lemon_Juice
387,6.8,0.23,0.32,very_low,0.026,43,,15.17836969,0.9904,3.29,medium,high,high,Lemon_Juice
388,5.6,,0.5,very_high,0.029,25,93,12.75605475,0.99428,3.23,low,low,high,Lemon_Juice
389,7.8,0.5,0.12,very_low,0.178,6,21,16.36861776,0.996,3.28,medium,low,high,Orange_Juice
390,7,0.21,0.22,medium,0.048,38,168,15.23525909,0.9945,3.34,low,low,high,Lemon_Juice
391,6.5,0.3,0.32,very_low,0.044,34,90,14.94864901,0.99185,3.37,medium,medium,high,Lemon_Juice
392,7.1,0.28,0.19,high,0.04,48,184,15.37876619,0.99579,3.16,low,low,low,
393,6.3,0.98,,very_low,0.057,15,33,13.52846255,0.99488,3.6,low,medium,high,Orange_Juice
394,7.4,0.28,0.36,very_high,0.048,35,161,16.55958283,0.9968,3.14,medium,low,low,Lemon_Juice
395,8.1,0.66,0.22,low,0.069,9,23,,0.9968,3.3,high,low,low,Orange_Juice
396,6.8,0.16,,very_high,0.046,59,143,15.05499229,0.99518,,low,medium,,Lemon_Juice
397,6.7,0.14,0.46,very_low,0.036,15,,15.47090919,0.99264,3.37,low,medium,low,Lemon_Juice
398,7.9,0.22,0.45,very_high,0.038,53,141,18.37626544,0.9992,3.03,low,very_low,,Lemon_Juice
399,7.2,,0.63,very_high,0.044,55,156,17.44440769,,3.09,low,very_low,high,Lemon_Juice
400,7.1,0.33,0.25,very_low,0.03,,126,15.80240448,0.9901,3.22,low,medium,high,Lemon_Juice
401,6.4,0.37,0.49,very_high,0.045,53,243,14.42175707,0.9982,3.14,low,very_low,high,Lemon_Juice
402,,0.585,0.2,very_high,0.086,17,94,15.66951566,0.99681,3.13,low,low,low,Lemon_Juice
403,6.6,0.24,0.28,very_low,0.028,39,132,15.17403532,0.99182,3.34,low,,low,Lemon_Juice
404,9.2,0.34,0.54,very_high,0.06,46,235,21.04318445,1.00182,3.08,medium,very_low,high,Lemon_Juice
405,6.8,0.21,0.31,low,0.046,40,121,15.49359332,0.9913,3.07,medium,medium,high,Lemon_Juice
406,7.5,0.34,0.24,low,,5,34,16.2572904,0.99098,,low,medium,low,Lemon_Juice
407,,0.35,0.46,very_high,0.088,61,183,17.6279412,0.99786,2.86,low,very_low,low,Lemon_Juice
408,6.5,0.2,0.35,low,0.04,27,140,14.96853214,0.99102,2.98,medium,medium,high,Lemon_Juice
409,6.9,0.4,0.37,very_high,0.053,36,148,15.30739519,0.996,3.16,low,very_low,low,Lemon_Juice
410,7.5,0.24,0.29,very_low,0.046,34,84,16.14978933,0.9902,3.04,low,medium,high,Lemon_Juice
411,11.5,0.41,0.52,low,0.08,29,55,25.88381223,1.0001,3.26,medium,medium,low,Orange_Juice
412,6.4,0.26,0.24,high,,27,124,14.16694862,0.9903,3.22,low,high,high,Lemon_Juice
413,7.7,0.275,0.3,very_low,0.039,19,75,17.18064956,0.992,3.01,medium,low,low,Lemon_Juice
414,6.2,0.28,0.43,very_high,0.039,64,233,14.0700588,0.99745,3.08,low,very_low,low,Lemon_Juice
415,6.6,0.22,0.23,very_high,0.047,37,118,14.36938738,0.99906,3.08,low,very_low,high,Lemon_Juice
416,7.8,0.23,0.28,medium,0.042,45,166,17.62895647,0.9928,2.96,low,medium,low,Lemon_Juice
417,9.3,0.43,0.44,very_low,0.085,9,22,20.8185202,0.99708,3.28,medium,low,low,Orange_Juice
418,7,0.17,0.74,very_high,0.045,24,126,16.89001434,0.9942,3.26,low,high,high,Lemon_Juice
419,5.6,0.13,0.27,medium,0.028,22,104,12.59557538,0.9948,3.34,low,very_low,high,Lemon_Juice
420,6.6,0.2,0.27,very_high,0.038,29,130,13.89225719,0.99496,3.11,low,low,high,Lemon_Juice
421,7.7,0.69,0.22,,0.084,18,94,17.17983246,0.9961,3.31,low,low,low,Orange_Juice
422,6.2,0.28,0.45,high,0.045,46,203,14.60605398,0.99573,3.26,low,very_low,high,Lemon_Juice
423,6.9,0.4,0.24,low,0.083,30,45,15.10913328,0.9959,3.26,medium,low,low,Orange_Juice
424,6.2,0.31,0.23,low,0.052,34,113,14.31894153,0.99429,3.16,low,very_low,low,Lemon_Juice
425,7.3,0.24,0.41,,0.05,41,,16.74882656,0.9988,3.37,low,low,low,Lemon_Juice
426,7.6,0.715,0,low,0.068,30,35,16.22390336,0.99533,3.48,medium,medium,high,Orange_Juice
427,7.7,0.39,0.12,very_low,0.097,19,27,16.7893142,0.99596,3.16,low,,low,Orange_Juice
428,7,0.34,0.26,very_high,0.041,51,166,15.37739253,0.99382,3.08,low,medium,high,Lemon_Juice
429,5.4,0.74,0.09,very_low,0.089,16,26,11.99474474,0.99402,3.67,medium,medium,high,Orange_Juice
430,6.9,0.22,0.31,high,0.029,41,131,15.22286184,0.99326,,low,medium,high,Lemon_Juice
431,6.3,0.35,0.26,very_high,0.061,59,198,14.14141865,0.99918,3.11,low,very_low,low,Lemon_Juice
432,6.9,0.29,0.4,very_high,0.043,36,156,15.56738845,0.9996,2.93,low,very_low,low,Lemon_Juice
433,6.7,0.31,0.31,medium,0.031,20,151,14.78431986,0.9926,3.36,medium,,high,Lemon_Juice
434,6.9,0.24,0.33,very_high,0.046,47,153,15.30272031,0.9983,3.28,medium,low,high,Lemon_Juice
435,9.4,0.685,0.11,low,0.077,6,31,20.52350343,0.9984,3.19,medium,low,high,Orange_Juice
436,6.9,0.44,0,very_low,0.07,32,38,14.18722543,0.99438,3.32,medium,medium,high,Orange_Juice
437,7.1,0.3,0.36,high,0.055,44.5,234,16.32831937,0.9972,3.49,medium,low,high,Lemon_Juice
438,6.8,0.18,0.24,very_high,0.058,64,188,15.22077577,0.9952,3.13,medium,low,high,Lemon_Juice
439,,0.36,,high,0.185,51.5,151,14.59981407,0.99528,3.17,low,very_low,low,Lemon_Juice
440,5.9,0.14,0.2,very_low,0.04,26,114,12.73267544,0.99105,3.25,low,medium,high,Lemon_Juice
441,6.8,0.26,0.29,very_high,0.052,54,160,15.17526184,0.99546,3.03,medium,low,high,Lemon_Juice
442,6,0.495,0.27,medium,0.157,17,129,13.10922507,0.99396,3.03,low,very_low,,Lemon_Juice
443,6.3,0.19,0.29,medium,0.042,44,189,14.1756943,0.99304,3.19,low,low,high,Lemon_Juice
444,7.4,0.16,,very_low,0.055,18,150,16.39689783,0.9917,,low,medium,,Lemon_Juice
445,7.6,0.43,0.31,low,0.069,13,74,16.43940392,0.9958,3.26,medium,low,high,Orange_Juice
446,7.7,0.18,0.53,very_low,0.041,42,,17.06602479,0.9908,,low,,low,Lemon_Juice
447,7,0.64,0.02,low,0.067,9,23,14.77004091,0.997,3.47,medium,low,high,Orange_Juice
448,6.3,0.27,0.51,high,0.049,35,200,14.57810181,0.99548,3.16,medium,low,low,Lemon_Juice
449,6.8,0.26,0.24,very_low,0.043,70,,14.83996978,0.99273,3.18,medium,low,low,Lemon_Juice
450,8.3,0.16,0.48,very_low,0.057,31,,18.64430186,0.9943,3.15,low,low,high,Lemon_Juice
451,,0.28,0.42,high,0.045,41,169,17.82426877,0.9959,3.17,low,low,low,Lemon_Juice
452,7.4,0.29,0.38,very_low,0.062,9,,15.85673603,0.9968,,medium,low,high,Orange_Juice
453,5.9,0.15,0.31,medium,0.041,53,155,13.0024922,0.9945,3.52,low,low,high,Lemon_Juice
454,7.8,0.43,0.49,very_high,0.033,37,158,17.56277916,0.9955,,low,medium,high,Lemon_Juice
455,7.5,0.26,0.3,medium,0.027,29,92,16.59485584,0.99085,3.15,low,,high,
456,6.5,,0.61,very_high,0.053,31,123,15.52244428,,3.09,low,very_low,high,
457,6.7,0.31,0.3,low,0.038,30,83,14.76967252,0.98867,3.09,low,high,high,Lemon_Juice
458,7.1,,0.24,very_high,0.044,48,118,14.96149405,0.99726,3.04,medium,low,,Lemon_Juice
459,,0.53,0.24,low,,28,139,20.05463737,0.99788,3.21,medium,low,low,Orange_Juice
460,8,0.22,0.42,very_high,0.044,45,163,17.46298326,1.0003,3.21,medium,very_low,high,Lemon_Juice
461,8.1,0.17,0.21,very_low,0.036,24,119,16.91377403,0.99396,3.18,medium,low,high,Lemon_Juice
462,6.6,0.39,0.22,low,0.038,17,98,14.3275586,0.99018,3.25,,high,high,Lemon_Juice
463,,0.54,0.42,low,0.081,25,52,21.68974928,0.997,3.2,medium,medium,high,Orange_Juice
464,,0.2,0.49,very_low,0.031,8,97,16.86857827,0.9918,3.06,medium,medium,low,Lemon_Juice
465,5.1,0.52,0.06,low,0.052,30,79,10.75129364,,3.32,low,very_low,low,Lemon_Juice
466,6.2,0.32,0.5,high,0.048,61,186,14.09793295,0.9948,3.19,low,low,low,Lemon_Juice
467,8.2,0.28,0.4,low,0.052,4,10,18.36829668,0.99356,3.33,medium,,high,Orange_Juice
468,5.8,0.29,,very_low,0.029,12,83,12.13833606,0.9898,3.3,low,medium,high,Lemon_Juice
469,5.6,0.19,0.47,medium,0.03,19,112,13.06099787,0.9922,3.56,low,medium,high,Lemon_Juice
470,5.2,0.365,0.08,very_high,0.041,37,142,10.90676385,0.997,3.46,low,low,high,Lemon_Juice
471,7.1,0.18,0.39,very_high,0.051,48,156,15.28369644,0.99947,3.35,medium,very_low,low,Lemon_Juice
472,7.5,0.15,0.38,very_low,0.054,19,101,17.45920457,0.9946,3.24,low,low,low,Lemon_Juice
473,8.4,0.2,0.27,high,0.048,30,143,17.67833634,0.9966,3.25,low,very_low,high,Lemon_Juice
474,6.9,0.38,0.29,very_high,0.048,52,189,15.60212677,0.99784,,,low,,Lemon_Juice
475,7.8,0.3,0.29,very_high,0.054,23,,17.35591754,0.9998,3.16,low,very_low,high,Lemon_Juice
476,7.5,,0.26,very_low,0.073,24,88,16.82746806,0.99612,,medium,low,low,Orange_Juice
477,7.5,0.24,0.31,very_high,0.05,26,180,16.45255814,0.99884,3.05,medium,very_low,high,Lemon_Juice
478,7.4,0.18,0.34,low,0.03,30,107,16.22554057,0.992,2.97,medium,medium,high,Lemon_Juice
479,7.2,0.17,0.28,,0.05,33,154,15.66425677,0.99971,2.94,low,very_low,high,Lemon_Juice
480,6.9,0.22,0.32,very_high,0.04,22,110,15.51502291,0.9958,3.34,medium,low,high,Lemon_Juice
481,6.4,0.27,0.45,very_high,0.05,52,196,14.79797982,0.9955,3.18,low,low,low,Lemon_Juice
482,7.4,0.17,0.4,,0.037,34,161,16.24026353,0.9935,3.05,medium,medium,low,Lemon_Juice
483,8.2,0.26,0.33,low,0.053,11,71,18.1719569,0.99402,2.89,low,low,low,Lemon_Juice
484,7.6,0.645,0.03,very_low,0.086,14,57,16.11049467,0.9969,3.37,low,low,low,Orange_Juice
485,6.8,0.26,0.42,very_low,0.049,41,122,15.22846693,0.993,3.47,low,low,high,Lemon_Juice
486,6.8,0.34,0.74,low,0.088,23,185,16.41379134,0.9928,3.51,medium,medium,high,Lemon_Juice
487,6.4,0.28,0.45,very_high,0.057,47,223,14.64512406,0.99654,3.16,medium,very_low,low,Lemon_Juice
488,7.5,0.21,0.68,very_high,0.045,,133,17.64235361,0.9978,3,low,very_low,low,Lemon_Juice
489,6.6,0.19,0.99,very_low,,45,129,16.66384526,0.9936,3.09,low,very_low,high,Lemon_Juice
490,7.3,0.2,0.44,very_low,0.045,21,98,16.22897163,0.9924,3.15,low,low,high,Lemon_Juice
491,6.9,0.21,0.33,very_low,0.056,35,136,15.56040565,0.9938,3.63,medium,low,high,Lemon_Juice
492,6.5,0.46,0.14,low,0.114,9,37,14.089353,0.99732,,,low,low,Orange_Juice
493,8.9,0.13,0.49,very_low,0.028,6,24,19.38195972,0.9926,2.91,low,low,low,Lemon_Juice
494,6.5,0.26,,very_high,0.083,50,171,14.55913454,0.9965,2.85,low,very_low,low,Lemon_Juice
495,6.4,0.18,0.32,,0.052,24,90,13.96410132,0.9963,3.35,low,low,,Lemon_Juice
496,9.4,0.3,0.56,low,0.08,6,17,21.27560431,0.9964,3.15,medium,medium,high,Orange_Juice
497,6.8,0.69,0,medium,0.124,21,58,15.25015996,0.9997,3.46,medium,low,low,Orange_Juice
498,6.7,0.2,0.3,very_low,0.025,17,76,14.92897429,0.99104,3.11,low,,high,
499,8,0.3,0.28,,0.044,31,,17.50312857,0.9948,3.16,medium,low,high,Lemon_Juice
500,5.9,,,very_low,0.032,12,82,12.57327178,0.99286,3.25,low,very_low,,Lemon_Juice
501,6.5,0.35,0.38,high,0.036,20,196,14.95049076,0.99712,3.47,low,very_low,high,
502,6.6,0.36,0.29,very_low,0.021,24,85,14.5124572,0.98965,3.41,medium,high,high,Lemon_Juice
503,8.3,,0.29,medium,0.075,12,16,18.27678104,0.9965,3.45,medium,medium,high,Orange_Juice
504,8.7,0.24,0.35,very_low,0.042,11,71,19.44527685,0.9926,3.08,low,low,low,Lemon_Juice
505,7.1,0.31,0.3,low,0.053,36,127,15.98583172,0.9965,2.94,very_high,low,low,Orange_Juice
506,9.6,0.32,0.47,very_low,0.056,9,24,20.97773742,0.99695,3.22,medium,low,high,Orange_Juice
507,7.7,0.49,0.26,very_low,0.062,9,31,17.16081259,0.9966,3.39,medium,low,low,
508,5.9,0.34,0.25,very_low,0.042,12,110,13.03278036,0.99034,3.02,medium,medium,high,Lemon_Juice
509,7.2,0.53,0.14,,0.064,15,29,15.46793346,0.99323,3.35,medium,medium,high,Orange_Juice
510,9.3,0.31,0.49,very_low,0.042,34,147,20.94134256,0.9948,3.11,low,low,low,Lemon_Juice
511,7.9,0.3,0.68,very_high,0.05,37.5,278,18.8139376,0.99316,,medium,high,high,Orange_Juice
512,6.2,0.29,0.29,medium,0.046,35,178,14.00195183,0.99313,3.25,medium,low,low,Lemon_Juice
513,6.8,0.28,0.4,very_high,0.048,48,167,15.39600555,1.001,2.93,low,very_low,low,Lemon_Juice
